Iteration,Elapsed Time,Value Loss,Policy Loss,Edit Distance,Best Edit Distance
690,4897.8053431510925,93867.10827636719,-1.753617920447141,0.554169539693366,0.31791712626485996
700,4942.304374217987,55014.183837890625,-1.2638441435992718,0.5533327856520637,0.31791712626485996
710,4986.422342300415,230620.12692260742,-1.783050219528377,0.711056367940017,0.31791712626485996
720,5030.379920244217,131800.88534545898,-1.552694894373417,0.6229769390681567,0.31791712626485996
730,5075.155246257782,153119.25885009766,-1.6359907268342795,0.5409008642665628,0.31791712626485996
740,5119.489890098572,134621.50619506836,-1.3845494464039803,0.5781677122490496,0.31791712626485996
750,5163.231800079346,769189.8747558594,-2.56690305005759,0.5927041984763783,0.31791712626485996
760,5207.771098136902,183677.63696289062,-2.0240259831771255,0.5729106647122034,0.31791712626485996
770,5252.270478248596,182529.4842224121,-1.67659638565965,0.6723952227444171,0.31791712626485996
780,5296.303280353546,163835.35888671875,-0.7802169574424624,0.47937195784993275,0.31791712626485996
790,5340.365427970886,175670.48184204102,-2.0792660862207413,0.5294321755191368,0.31791712626485996
800,5384.330795049667,166304.24310302734,-0.43415548652410507,0.49688222953214334,0.31791712626485996
810,5428.490789175034,124126.09281921387,-1.190529410727322,0.581461918766214,0.31791712626485996
820,5472.586851119995,120607.73152160645,-1.1991863129660487,0.5376410524261944,0.31791712626485996
830,5516.2580742836,67450.06177520752,-1.1974896639585495,0.57394563567492,0.31791712626485996
840,5560.369605302811,78511.23499298096,-1.2078170021995902,0.595250745900748,0.31791712626485996
850,5604.539800167084,82916.48023986816,-0.9961466616950929,0.616327764933341,0.31791712626485996
860,5648.5613560676575,76451.31787109375,0.31663337629288435,0.5815308447034506,0.31791712626485996
870,5692.902852296829,58418.44429016113,-1.6040645027533174,0.5201292312528135,0.31791712626485996
880,5738.0382380485535,440828.4052734375,-1.767161600291729,0.4876309555447467,0.31791712626485996
890,5783.067274093628,376011.8872375488,-1.6556894900277257,0.5031487768192829,0.31791712626485996
900,5827.730221271515,68543.47505187988,-1.2466740398667753,0.520626824115722,0.31791712626485996
910,5872.203199148178,489204.7121582031,-3.3989468924701214,0.540254035917417,0.31791712626485996
920,5916.973713159561,266277.38330078125,-2.725633956491947,0.674658869182184,0.31791712626485996
930,5961.561762094498,185507.41485595703,-2.498713140375912,0.6940753090965717,0.31791712626485996
940,6005.273245096207,150646.48098754883,-2.65715692890808,0.6880327826914497,0.31791712626485996
950,6048.764343261719,65682.41313171387,-1.381018074695021,0.7036970004607427,0.31791712626485996
960,6093.508146047592,100356.64987182617,-1.367177979554981,0.6702968616973514,0.31791712626485996
970,6138.379782915115,74825.65139770508,-1.166829506866634,0.5992568927221239,0.31791712626485996
980,6182.487027168274,40481.51193237305,-0.8396778623573482,0.5755335130798873,0.31791712626485996
990,6225.308355093002,103180.26316833496,-1.3253452442586422,0.6463255520832366,0.31791712626485996
1000,6269.422003030777,51201.15128326416,-1.4363177753984928,0.727505726958578,0.31791712626485996
1010,6314.80260014534,39134.19241333008,-0.6762362364679575,0.715980710095259,0.31791712626485996
1020,6359.03578710556,39837.255615234375,-1.2050946685485542,0.6768367883559993,0.31791712626485996
1030,6403.485223293304,96379.04393005371,-1.6317329877056181,0.6688131607694016,0.31791712626485996
1040,6447.502915143967,50930.41682434082,-1.1308611063286662,0.6850618787902115,0.31791712626485996
1050,6490.962599277496,82225.95126342773,-1.245354562997818,0.7063706928603465,0.31791712626485996
1060,6534.793756246567,103671.69732666016,-1.3667781329713762,0.6878776258932503,0.31791712626485996
1070,6578.872838258743,56519.529388427734,-0.8566728960722685,0.7279777318249444,0.31791712626485996
1080,6623.603932380676,243089.7305908203,-3.2952491343021393,0.7135299051825853,0.31791712626485996
1090,6667.713141202927,83633.6685256958,-1.6787279406562448,0.722231071338414,0.31791712626485996
1100,6710.548916101456,116950.6559753418,-1.6553470403887331,0.6739758047523347,0.31791712626485996
1110,6753.802711248398,157708.7461090088,-2.2855844628065825,0.687669003997717,0.31791712626485996
1120,6797.342121124268,125235.40042114258,-1.685491716954857,0.6794400686486552,0.31791712626485996
1130,6840.717876195908,421113.56353759766,-1.5499747900175862,0.6836546263880443,0.31791712626485996
1140,6884.747123003006,73812.41285705566,-0.8609079124871641,0.7249425400161101,0.31791712626485996
1150,6928.566242218018,487333.7658691406,-4.203827501274645,0.712675096290357,0.31791712626485996
1160,6972.211133956909,157755.44024658203,-1.1574219008907676,0.7847989456714217,0.31791712626485996
1170,7015.698678016663,325064.5290527344,-1.1034825230017304,0.7467311451294206,0.31791712626485996
1180,7059.227123975754,354771.22271728516,-1.8276542155072093,0.7602846918089811,0.31791712626485996
1190,7102.630318164825,233970.70837402344,0.3818824696354568,0.7691180667239261,0.31791712626485996
1200,7146.378716945648,208033.56707763672,-1.6263557588681579,0.7035646079406073,0.31791712626485996
1210,7190.96827507019,94542.59341430664,-1.3643175745382905,0.7228565720209699,0.31791712626485996
1220,7235.743639230728,64090.93801879883,-1.855493419803679,0.594914104199373,0.31791712626485996
1230,7279.296335220337,154403.4776916504,-2.712242176756263,0.7110063368500624,0.31791712626485996
1240,7322.685578107834,1125089.2846679688,-2.795011035166681,0.6420880540493586,0.31791712626485996
1250,7366.681622028351,91450.64199829102,-1.2719614868983626,0.6005027555644973,0.31791712626485996
1260,7410.013303041458,149552.96618652344,5.129035593941808,0.6974152389981902,0.31791712626485996
1270,7452.858656167984,55667.31750488281,-1.2843626104295254,0.6496274051373038,0.31791712626485996
1280,7496.201735973358,86399.02685546875,-1.2595724370330572,0.6883330498674305,0.31791712626485996
1290,7539.884453296661,371691.5074157715,-3.3490276902448386,0.6275835686560111,0.31791712626485996
1300,7583.660360097885,199203.0344543457,-0.9876219788566232,0.5887714593473993,0.31791712626485996
1310,7626.849294185638,49295.05084991455,-1.3165651764720678,0.6873684386799676,0.31791712626485996
1320,7669.607701063156,48205.84754180908,-1.270332245156169,0.6695987685758051,0.31791712626485996
1330,7712.99044418335,400004.7293701172,-1.915233476087451,0.8041847564406939,0.31791712626485996
1340,7756.37832403183,79617.08724975586,-1.3865420864894986,0.7237129245090828,0.31791712626485996
1350,7799.670428991318,46956.66479110718,-1.009624358266592,0.7059029954806602,0.31791712626485996
1360,7843.480933189392,72012.3384475708,-0.7306786889676005,0.6184723914137673,0.31791712626485996
1370,7887.626770973206,101923.92043304443,-1.7450840817764401,0.727456805255959,0.31791712626485996
1380,7931.032467126846,165657.28128051758,-1.6283357250504196,0.7572965171204618,0.31791712626485996
1390,7974.07771229744,47636.721336364746,-1.0927669601514935,0.6337535536433383,0.31791712626485996
1400,8016.730924129486,161756.5484008789,-1.4603335233405232,0.7309114629782116,0.31791712626485996
1410,8060.033897161484,107220.26611328125,-0.9242010693997145,0.7192827375203019,0.31791712626485996
1420,8103.517307281494,146062.63348388672,-1.987759460695088,0.6704509524916799,0.31791712626485996
1430,8146.588669061661,305036.1078491211,-2.1192092495039105,0.6748078040621217,0.31791712626485996
1440,8190.951121330261,147822.7198791504,-1.5317964851856232,0.5696439262733061,0.31791712626485996
1450,8235.534837007523,36866.63896179199,-0.6640655640512705,0.5573849874783076,0.31791712626485996
1460,8279.096826314926,120872.00914001465,-1.4286680864170194,0.7192795172012618,0.31791712626485996
1470,8321.912598133087,58508.612213134766,-0.9757390224840492,0.7149211545055691,0.31791712626485996
1480,8364.866953134537,165098.55145263672,-1.7971605500206351,0.5717397017745577,0.31791712626485996
1490,8408.217506170273,64324.44139099121,-1.304601863026619,0.744996930618288,0.31791712626485996
1500,8451.63385128975,365362.2786254883,-1.424176244996488,0.6232432006187216,0.31791712626485996
1510,8494.705180168152,136008.5080718994,-0.9241617089137435,0.73642061962775,0.31791712626485996
1520,8538.482985019684,243605.4108581543,-1.4716365402564406,0.7265087641910184,0.31791712626485996
1530,8582.402447223663,603446.8562011719,-3.0297565376386046,0.834370354807692,0.31791712626485996
1540,8625.393337249756,172194.56684875488,-1.401312914211303,0.7660369968730075,0.31791712626485996
1550,8668.541314125061,138707.47842407227,-2.0828840555623174,0.7726445091546889,0.31791712626485996
1560,8712.099469184875,893802.5733642578,-2.06777865299955,0.7736442754342362,0.31791712626485996
1570,8755.287451267242,87211.91250610352,-0.6439736019819975,0.6735727466554606,0.31791712626485996
1580,8798.565644025803,58745.14498901367,-0.9796667220070958,0.7361670447714705,0.31791712626485996
1590,8842.300591230392,404134.1921386719,-2.971769197843969,0.7164322714085506,0.31791712626485996
1600,8885.438937187195,569184.4564208984,-2.1706744711846113,0.7671414392571614,0.31791712626485996
1610,8928.865510225296,130478.03628540039,-1.78208672022447,0.7209995911115513,0.31791712626485996
1620,8972.952510118484,104738.69885253906,-1.1831267303787172,0.6957610789083396,0.31791712626485996
1630,9017.681270122528,66948.02990722656,-1.0129885710775852,0.7292305226685772,0.31791712626485996
1640,9060.858637094498,484493.5523071289,-5.09645713865757,0.7961867051693148,0.31791712626485996
1650,9103.548119068146,291625.2269897461,-1.5886100642383099,0.8005327526875524,0.31791712626485996
1660,9146.442186117172,594533.3961791992,-2.601050411351025,0.7185468669495112,0.31791712626485996
1670,9190.148482084274,1514876.7221679688,-4.207076212391257,0.9133341111016889,0.31791712626485996
1680,9233.335487127304,315255.9166870117,-0.5820102165453136,0.7295309829494235,0.31791712626485996
1690,9276.37553524971,115086.70586395264,-1.6746882135048509,0.5349864511529049,0.31791712626485996
1700,9320.017222166061,457802.8153076172,-3.8543052189052105,0.5336740985404282,0.31791712626485996
1710,9363.595896244049,57862.6393737793,-0.00808611512184143,0.621798791261745,0.31791712626485996
1720,9407.036420106888,478965.5608520508,-2.9811880020424724,0.5465502964878964,0.31791712626485996
1730,9450.240424156189,60827.256439208984,-0.7667765561491251,0.5738197977836775,0.31791712626485996
1740,9493.575446128845,174754.1885986328,-2.61402112711221,0.6648796336222104,0.31791712626485996
1750,9536.895419359207,444832.34216308594,-2.9607374584302306,0.6770827099427977,0.31791712626485996
1760,9579.575558185577,1022593.1459960938,-2.9283949621021748,0.8116379399866186,0.31791712626485996
1770,9622.499256134033,204564.16094970703,-0.6187468990683556,0.6457210827353334,0.31791712626485996
1780,9665.794369220734,194436.61697387695,-0.9020716594532132,0.784702986164659,0.31791712626485996
1790,9711.379167079926,294378.94580078125,-1.950248475652188,0.8130309926543011,0.31791712626485996
1800,9754.387032270432,108788.61865234375,-0.4313097959384322,0.6671633506324681,0.31791712626485996
1810,9797.171716213226,74414.59672546387,-0.5897123333998024,0.6399490745220052,0.31791712626485996
1820,9839.731682062149,98769.61721801758,-1.4586140057072043,0.7070831336937526,0.31791712626485996
1830,9881.451993227005,98261.4175567627,-0.7986498698592186,0.5596235832903597,0.31791712626485996
1840,9923.407057285309,123458.66616821289,-1.602786517702043,0.7538522159186927,0.31791712626485996
1850,9965.185328245163,987064.4951171875,-3.143351019360125,0.6689380663586034,0.31791712626485996
1860,10007.007266044617,66066.37351989746,-4.196942740119994,0.8622420228417877,0.31791712626485996
1870,10048.498866081238,848295.0440673828,-3.615220036357641,0.7678263055632251,0.31791712626485996
1880,10090.903430223465,135124.46282958984,-0.7335098069161177,0.5626466236092234,0.31791712626485996
1890,10132.21766614914,92602.33601379395,-1.0014714007265866,0.6063237125939089,0.31791712626485996
1900,10174.553005218506,173447.04376220703,-0.9076735489070415,0.7071941869481916,0.31791712626485996
1910,10215.9718811512,140201.48970031738,-1.7918751686811447,0.7610981557465275,0.31791712626485996
1920,10258.29392528534,254567.29315185547,-1.6273471787571907,0.5954336926805275,0.31791712626485996
1930,10301.791500091553,90269.11445617676,-1.2607851140201092,0.5938562680652145,0.31791712626485996
1940,10344.08959531784,1615629.7490234375,-6.789978320710361,0.6005508540505766,0.31791712626485996
1950,10386.569208145142,56553.55160522461,-1.1240344839170575,0.6155588399906792,0.31791712626485996
1960,10428.666688203812,146957.60578918457,-0.7901642238721251,0.5846408094205324,0.31791712626485996
1970,10470.805294275284,74766.14591217041,-0.89570168312639,0.5935460488030522,0.31791712626485996
1980,10513.523068189621,89487.35707092285,-1.370111060794443,0.6726467834280169,0.31791712626485996
1990,10557.072379350662,193088.1067199707,-1.341314016841352,0.644565873520557,0.31791712626485996
2000,10600.40196609497,131531.58058929443,-1.4735616203397512,0.6276378942713023,0.31791712626485996
